festival,lugar,fecha_inicio,fecha_fin,duracion,cod_postal,latitud,longitud,provincia,localidad,artistas,estilos,enlace_foto,cartel_peq,gratuito,habitantes,tamaño_localidad,mes,costa,comunidad_autonoma,electronica,indie,rock,pop
Motorbeach Festival 2023,Playa Amogable,2023-07-13,2023-07-16,4,42005,41.858037,-2.807406,Soria,Vinuesa,"['The BellRays', 'The Quireboys', 'Los Mambo Jambo', 'Brighton 64', 'MFC Chicken', 'The Dustaphonics', 'The Smoggers', 'Adolfo Bonneville', 'Capitán Surfocker', 'Danny Fucker', 'Eddie and the Hot Rods', 'El Gobierno', 'Loco Sound of Teppaz', 'Reverendo Band', 'RudeBoy', 'The Lords of Altamont', 'Vitorio & Dr. Hoffman']","['rock', 'punk', 'blues', 'soul', 'garage rock']",https://fanmusicfest.b-cdn.net/sites/default/files/337888649_171632162366060_6460822430206816838_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/279270873_4931911063597066_2216542749407555911_n.jpg?itok=UNhZWY8c,False,840,0 - 5K,Julio,False,Castilla y León,False,False,True,False
Estaka Rock Festival 2023,Polideportivo Palomares,2023-07-14,2023-07-15,2,23500,37.838605,-3.346436,Jaén,Jódar,"['SFDK', 'Hora Zulú', 'Narco', 'Bones Of Minerva', 'Inyourface', 'Muerto En Vida']","['rock', 'metal']",https://fanmusicfest.b-cdn.net/sites/default/files/326873441_1210256579865587_4345624733587427340_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/estaka_0.jpg?itok=MH9gOaJT,False,11533,10K - 50K,Julio,False,Andalucía,False,False,True,False
Huercasa Country Festival 2023,Campo de Fútbol Municipal Las Delicias,2023-07-14,2023-07-15,2,40500,41.270203,-3.495079,Segovia,Riaza,"['Jesse Daniel', 'The Beat Farmers', 'Tennessee Jet', 'Red Beard']","['country', 'alt-country', 'southern rock', 'bluegrass']",https://fanmusicfest.b-cdn.net/sites/default/files/332862718_3298973277022282_8820468107209158672_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/284124534_2283545628464227_8868674064213009868_n.png?itok=TDpoHbc-,False,2128,0 - 5K,Julio,False,Castilla y León,False,False,True,False
Kanekas Metal Fest 2023,Explanada Naves de Ojea,2023-07-21,2023-07-22,2,36940,42.263017,-8.78054,Pontevedra,Cangas Do Morrazo,"['Sinister', 'Mind Driller', 'Agónica', 'Cruzeíro', 'Crypta', 'Golgotha', 'Noctem', 'Persefone', 'Raze', 'Scent Of Death', 'The Arson Project', 'Vidres a la Sang']","['rock', 'metal', 'metalcore', 'black metal', 'post-rock']",https://fanmusicfest.b-cdn.net/sites/default/files/331495795_6030529573661349_5235927584374880896_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/279023016_2095324310641120_958208338238363476_n.jpg?itok=v0dEqkwP,True,26832,10K - 50K,Julio,True,Galicia,False,False,True,False
Tresparock 2023,Trespaderne,2023-07-21,2023-07-23,3,09001,42.802637,-3.387952,Burgos,Burgos,"['Narco', 'Talco', 'Envidia Kotxina', 'Fuckop Family', 'Manifa', 'Radiocrimen', 'Ignotus', 'Los Fastidios', 'Moscow Death Brigade', 'Agua Bendita', ""Brutus' Daughters"", 'Debakle', 'Diegovisión', 'La Inquisición', 'Proyecto Kostradamus', 'Txarangazo', 'Sartenazo Cerebral']","['rock', 'punk', 'punk rock', 'rock urbano']",https://fanmusicfest.b-cdn.net/sites/default/files/336256066_2008439479361395_7461733943084187465_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/280027854_5429638083714924_4365147021068257130_n.jpg?itok=s5NMuh8l,False,173483,100K - 500K,Julio,False,Castilla y León,False,False,True,False
Castelo Rock 2023,Castelo Rock,2023-07-21,2023-07-22,2,15250,42.775008,-9.05532,A Coruña,Muros,"['El Drogas', 'Ilegales', 'Mafalda', 'Dakidarría', ""O'funk'illo"", 'Sínkope', 'Itaca band', 'La Duendeneta', 'Me Fritos And The Gimme Cheetos', 'The Rapants', 'Tregua', 'Adhara & Ritman', 'Archivo Adxunto', 'Festicultores Troupe', 'Lola', 'Orfeón Ría de Muros', 'SergiCCDj', 'Uxía Lambona e a Banda Molona']","['rock', 'punk', 'fusion']",https://fanmusicfest.b-cdn.net/sites/default/files/337037504_1356268448559847_5679662820215297073_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/294046465_10158942287102399_7731689110552869630_n.jpg?itok=B3XiJHiM,False,8365,5K - 10K,Julio,True,Galicia,False,False,True,False
Tsunami Xixón Festival 2023,Parque Hermanos Castro,2023-07-27,2023-07-29,3,33201,43.539356,-5.640407,Asturias,Gijón,"['The Hellacopters', 'Desakato', 'Dropkick Murphys', 'Descendents', 'Me First and the Gimme Gimmes', 'Wolfmother', 'Ignite', 'Ilegales', 'La M.O.D.A.', 'Zoo', 'Def Con Dos', 'Good Riddance', 'Shame', 'Toundra', 'Authority Zero', 'Bob Vylan', 'Flashback', 'International Hardcore All Stars', 'Maverick', 'Me Fritos And The Gimme Cheetos', 'Strangis Guajes', 'The Black Panthys Party', 'Viuda']","['rock', 'metal', 'punk rock', 'hard rock', 'hardcore']",https://fanmusicfest.b-cdn.net/sites/default/files/338814491_109819188737479_6698357588946711186_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/tsunami%20cartel.jpg?itok=AB1cQ-If,False,267706,100K - 500K,Julio,True,Asturias,False,False,True,False
Enclave de Agua 2023,Paraje natural Soto Playa,2023-07-27,2023-07-29,3,42005,41.762797,-2.454908,Soria,Soria,"['The Fuzillis', 'Cimafunk', 'Lehmanns Brothers', 'Los Reyes Del KO', 'Mr. Sipp', 'The Agapornis', 'Awake', 'Bette Smith', 'Contrabandeando', 'Micro Mambo', 'Shrizz & Maze', 'Tia Carroll', 'Wax & Boogie']","['hip-hop', 'reggae', 'blues', 'soul', 'funk']",https://fanmusicfest.b-cdn.net/sites/default/files/337402024_781025326691461_2695615718609934632_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/283400515_10158224825577202_158644490520096651_n.jpg?itok=gMG4BesT,True,39450,10K - 50K,Julio,False,Castilla y León,False,False,False,False
Ezca Fest 2023,Real Fábrica de Ezcaray,2023-07-28,2023-07-30,3,26280,42.327784,-3.013891,La Rioja,Ezcaray,"['El Drogas', 'Depedro', 'Huntza', 'Tobogán']","['rock', 'metal', 'punk', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/338186926_185556284251887_1977354287713174493_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/ezca.jpg?itok=LG0ZmzLG,False,2055,0 - 5K,Julio,False,La Rioja,False,False,True,False
Barna 'n' Roll 2023,Poble Espanyol,2023-07-28,2023-07-29,2,08001,41.368792,2.146898,Barcelona,Barcelona,"['Dropkick Murphys', 'Cockney Rejects', 'Madball', 'Authority Zero', 'Descendents', 'Good Riddance', 'Me First and the Gimme Gimmes', 'The Slackers']","['rock', 'punk', 'punk rock', 'hardcore']",https://fanmusicfest.b-cdn.net/sites/default/files/barna_5.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/279895433_4983405025062182_5215612622753687060_n.jpg?itok=6Y5W1NDl,False,1636193,1M - 2M,Julio,True,Cataluña,False,False,True,False
Bellota Rock Fest 2023,La Abadía,2023-07-28,2023-07-29,2,10839,39.915563,-6.409385,Cáceres,Valdencín,sin artistas,"['punk', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/bellota_1.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/277533245_2123033287864302_3953066527628661347_n.jpg?itok=IR-oC0NM,False,2854,0 - 5K,Julio,False,Extremadura,False,False,True,False
Barcia Metal Fest 2023,Auditorio Torres Oscuras,2023-07-29,2023-07-29,1,23320,38.03262,-3.287358,Jaén,Torreperogil,"['Dark Embrace', 'Easy Rider', 'Rage', 'Reino de Hades']","['rock', 'metal']",https://fanmusicfest.b-cdn.net/sites/default/files/328760367_1817498651969588_3579699618601049963_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/barcia_2.jpg?itok=qTbBXDp3,False,7130,5K - 10K,Julio,False,Andalucía,False,False,True,False
Charca Rock 2023,Auditorio Municipal,2023-07-29,2023-07-29,1,23110,37.738369,-3.643776,Jaén,Pegalajar,"['Legion', 'Closing The Earth', 'María del Mal', 'Retador']","['rock', 'metal', 'heavy metal']",https://fanmusicfest.b-cdn.net/sites/default/files/320011776_691948882655154_1132070471083527106_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/295027386_5427707627268209_422156710223812979_n.jpg?itok=Jk3JEp3f,False,2823,0 - 5K,Julio,False,Andalucía,False,False,True,False
Cebolla Rock 2023,Plaza de Toros de Belorado,2023-08-05,2023-08-05,1,09250,42.416558,-3.193948,Burgos,Belorado,"['El Último Ke Zierre', 'Manifa', 'Fuckop Family', 'Cheddar', 'Hoax AttAck', 'Seiskafes']","['rock', 'punk', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/337083736_787752448913435_4093048543143595132_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/278568038_1381380542378032_3051248737191091985_n.jpg?itok=sCSFlDYw,True,1787,0 - 5K,Agosto,False,Castilla y León,False,False,True,False
ChooRock Festival 2023,Auditorio Municipal,2023-08-05,2023-08-05,1,13190,38.858931,-4.080898,Ciudad Real,Corral de Calatrava,"['Tropa do Carallo', 'Angelus Apatrida', 'Reincidentes', 'Maldito Matas']","['rock', 'metal', 'punk', 'heavy metal', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/327328694_1304896013694879_7894342068630578133_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/choorock_1.jpg?itok=eB27oID7,False,1089,0 - 5K,Agosto,False,Castilla-La Mancha,False,False,True,False
Festival Novato Rock 2023,Piscina Municipal,2023-08-05,2023-08-05,1,23220,38.206589,-3.509842,Jaén,Vilches,"['Boikot', 'Sínkope', 'Maldito Matas']","['rock', 'metal', 'punk']",https://fanmusicfest.b-cdn.net/sites/default/files/324191978_1379355269541575_6213611944563783043_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20Festival%20Novato%20Rock%202022.jpg?itok=Zz10aFOg,False,4317,0 - 5K,Agosto,False,Andalucía,False,False,True,False
Leyendas del Rock 2023,Polideportivo Municipal,2023-08-09,2023-08-12,4,03400,38.631912,-0.847385,Alicante,Villena,"['Megadeth', 'Arch Enemy', 'Bullet for My Valentine', 'KK’s Priest', 'Sepultura', 'Beast In Black', 'Diamond Head', 'Feuerschwanz', 'Hammerfall', 'Korpiklaani', 'Napalm Death', 'Tierra Santa', 'Udo Dirkschneider', 'Angelus Apatrida', 'Avalanch', 'Bleed From Within', 'Dünedain', 'Gigatrón', 'Michael Schenker', 'Ugly Kid Joe', 'WarCry', 'Ad Infinitum', 'Amaranthe', 'Angus McSix', 'Badana']","['rock', 'metal', 'heavy metal', 'hard rock', 'thrash metal']",https://fanmusicfest.b-cdn.net/sites/default/files/leyendas_del_rock_2023_cartel_por_dias.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/leyendas.png?itok=kVf3RMZU,False,33969,10K - 50K,Agosto,True,Comunidad Valenciana,False,False,True,False
Rock In Pino 2023,Plaza Mayor,2023-08-11,2023-08-11,1,10630,40.301851,-6.334047,Cáceres,Pinofranqueado,"['Envidia Kotxina', 'Arpaviejas', 'Juantxo Skalari', 'Kolifa', 'Kalerizo', 'La Vallekana Sound System']","['rock', 'metal', 'punk', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/320278061_1251221505424648_2265447154203709644_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/pino.jpg?itok=pe2Aq0ez,True,1686,0 - 5K,Agosto,False,Extremadura,False,False,True,False
Frank Rock & Blues Festival 2023,Auditorio Torres Oscuras,2023-08-11,2023-08-13,3,23320,38.032522,-3.287369,Jaén,Torreperogil,"['Connor Selby', 'Ghalia Volt']","['rock', 'blues', 'rock n roll', 'classic rock']",https://fanmusicfest.b-cdn.net/sites/default/files/frank_1.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/298712794_3240215209533149_7397078808983922183_n.jpg?itok=S9pe6Etw,False,7130,5K - 10K,Agosto,False,Andalucía,False,False,True,False
AbejaRock 2023,Recinto Ferial de Béjar,2023-08-18,2023-08-19,2,37700,40.383171,-5.752904,Salamanca,Béjar,"['Narco', 'Hamlet', 'Segismundo Toxicómano', 'Porretas', 'Alademoska', 'Fe de Ratas', 'Los De Marras', 'Mosh', 'Rencor Absoluto', 'Sinaia']","['rock', 'metal', 'punk', 'rap', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/329181916_1796750010697049_7219647651574256656_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/292276621_5781259868573556_2719515264707970641_n.jpg?itok=vOg73xWa,False,12099,10K - 50K,Agosto,False,Castilla y León,False,False,True,False
OchanduRock 2023,Pabellón de l@s Jóvenes,2023-08-19,2023-08-19,1,26213,42.525649,-3.003116,La Rioja,Ochánduri,"['Bull Brigade', 'Radiocrimen', 'Karne Cruda', 'El Santo Matrimonio', 'Kaos Etiliko', 'Perlata']","['rock', 'metal', 'punk', 'hardcore', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/334477509_1894813680854053_2457708589486810047_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/291099447_5222821267801454_1417697384904740280_n.jpg?itok=KNJxyF91,True,79,0 - 5K,Agosto,False,La Rioja,False,False,True,False
Unirock 2023,Varias localizaciones,2023-08-19,2023-08-19,1,33710,43.564974,-6.647783,Asturias,Navia,['Obús'],"['rock', 'metal', 'hard rock', 'power metal', 'metalcore']",https://fanmusicfest.b-cdn.net/sites/default/files/333563437_509568144478791_4610498872925613837_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/unirock_2.jpg?itok=M33Sv_Lx,True,8263,5K - 10K,Agosto,True,Asturias,False,False,True,False
Ripollet Rock 2023,Parc dels Pinetons,2023-08-25,2023-08-25,1,08291,41.508984,2.152724,Barcelona,Ripollet,['Stratovarius'],"['rock', 'metal', 'hard rock', 'melodic metal']",https://fanmusicfest.b-cdn.net/sites/default/files/328794896_924447718558019_6577274088933484532_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/ripollet_1.jpg?itok=wyw69hHr,True,39031,10K - 50K,Agosto,True,Cataluña,False,False,True,False
Rock en Femenino 2023,Polideportivo Matias Prats,2023-08-26,2023-08-26,1,23650,37.76376,-3.947289,Jaén,Torredonjimeno,"['Skarlett Riot', 'Frantic Amber', 'Arise', 'Rave In Fire', 'The Mothercrow']","['rock', 'metal', 'heavy metal', 'hard rock']",https://fanmusicfest.b-cdn.net/sites/default/files/330830626_719057366519635_7202206756649737855_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/299992971_5254465791333081_5327268158378713464_n.jpg?itok=JUK5rbZK,False,13467,10K - 50K,Agosto,False,Andalucía,False,False,True,False
Alpujarrako Fest 2023,Explanada recinto ferial Dalías,2023-09-02,2023-09-02,1,04750,36.821432,-2.870712,Almería,Dalías,sin artistas,"['rock', 'metal', 'punk']",https://fanmusicfest.b-cdn.net/sites/default/files/337679132_896039261612011_3103590569915906369_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/alpujarrako.png?itok=goYceTo8,True,4141,0 - 5K,Septiembre,True,Andalucía,False,False,True,False
Algarroba Rock Fest 2023,Carpa Municipal Parque La Escalera,2023-09-02,2023-09-02,1,29750,36.772726,-4.037894,Málaga,Algarrobo,"['Angelus Apatrida', 'Dünedain', 'Mind Driller', 'Sphinx', 'Argion', 'Dawn of Extinction', 'Invaders', 'TwilighT']","['metal', 'heavy metal', 'thrash metal', 'folk metal']",https://fanmusicfest.b-cdn.net/sites/default/files/algarroba_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/298825127_1079805402654587_6928551320749759756_n.jpg?itok=V3wAgcaD,False,6625,5K - 10K,Septiembre,True,Andalucía,False,False,False,False
BurGore Death Fest 2023,Sala Andén 56,2023-09-09,2023-09-09,1,09001,42.332043,-3.709409,Burgos,Burgos,"['Haemorrhage', 'Balmog', 'Barbarian Prophecies', 'Basement Torture Killings', 'Gutalax', 'Lethargic', 'Nasty Surgeons', 'Oxicorte', 'Ósserp', 'Slamentable']","['metal', 'thrash metal', 'death metal', 'black metal', 'grindcore']",https://fanmusicfest.b-cdn.net/sites/default/files/331427421_536769805267094_6499201080869990825_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20burgore%202022_1.jpg?itok=F1FYUyLx,False,173483,100K - 500K,Septiembre,False,Castilla y León,False,False,False,False
Inkestas Rock Festibal 2023,Sopela,2023-09-15,2023-09-16,2,48600,43.381541,-2.981036,Vizcaya,Sopela,"['Coilguns', 'Ikarass', 'Rosy Finch']",['metal'],https://fanmusicfest.b-cdn.net/sites/default/files/332097608_1387935221955095_5388612002696694123_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/296270815_4879213082178580_808399006297824305_n.jpg?itok=PeEAy0ww,True,14635,10K - 50K,Septiembre,True,País Vasco,False,False,False,False
Karma Fest 2023,Parking Nuevo C/Pelayo,2023-09-23,2023-09-23,1,33980,43.246425,-5.565587,Asturias,Pola de Laviana,"['Angelus Apatrida', 'Sôber', 'As Life Burns', 'Celtibeerian', 'Dünedain', 'Murmur', 'Aneuma', 'NueveConDiez']","['metal', 'folk', 'heavy metal', 'metalcore', 'industrial']",https://fanmusicfest.b-cdn.net/sites/default/files/334140997_940186410320688_3970976775538454103_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/karma.jpg?itok=MmbVy5-E,False,12584,10K - 50K,Septiembre,True,Asturias,False,False,False,False
Iberia Festival 2023,Auditorio Julio Iglesias,2023-09-29,2023-09-30,2,03501,38.542232,-0.130334,Alicante,Benidorm,sin artistas,"['rock', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/320888676_118806621071921_7973594442296072110_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/322717716_858179265388636_1430100671920781677_n_1.jpg?itok=x9i-d54x,False,69738,50K - 100K,Septiembre,True,Comunidad Valenciana,False,False,True,True
GinetaRock Festival 2023,Salón Municipal,2023-09-30,2023-09-30,1,02110,39.113295,-2.000193,Albacete,La Gineta,"['Celtibeerian', 'Dawn of Extinction', 'Månegarm', 'Aephanemer', 'Daeria', 'Warkings']","['rock', 'metal']",https://fanmusicfest.b-cdn.net/sites/default/files/gineta_6.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/gineta_4.jpg?itok=eoyugOVc,False,2568,0 - 5K,Septiembre,False,Castilla-La Mancha,False,False,True,False
Aquelarre Metalrock Fest 2023,Garaje Beat Club,2023-10-07,2023-10-07,1,30001,38.001227,-1.144606,Murcia,Murcia,sin artistas,"['metal', 'alternative', 'heavy metal', 'death metal', 'metalcore']",https://fanmusicfest.b-cdn.net/sites/default/files/aquelarre_3.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/290855163_443731767757906_6561655938364268148_n.jpg?itok=xHjHjiXU,False,462979,100K - 500K,Octubre,True,Murcia,False,False,False,False
Skulls Of Metal 2023,Recinto Ferial Cubierto,2023-10-21,2023-10-21,1,23520,37.987834,-3.524883,Jaén,Begíjar,"['Atlantean Kodex', 'Mindless Sinner', 'Omen', 'Pyracanda', 'Screamer', 'Tentation']","['rock', 'metal', 'heavy metal', 'death metal', 'doom']",https://fanmusicfest.b-cdn.net/sites/default/files/313022078_579368367349727_7171954623452413098_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/305504744_5296465073783696_1322166875617058898_n.jpg?itok=_Obl3Gfr,False,3008,0 - 5K,Octubre,False,Andalucía,False,False,True,False
Zafra Rock 2023,Recinto Ferial de Zafra,2023-10-27,2023-10-28,2,06300,38.430093,-6.409385,Badajoz,Zafra,sin artistas,"['rock', 'heavy metal']",https://fanmusicfest.b-cdn.net/sites/default/files/zafra.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/305059658_113983044785992_5659690995872150263_n.jpg?itok=oewUec60,False,16702,10K - 50K,Octubre,False,Extremadura,False,False,True,False
Halloween Metal Fest 2023,Kafe Antzokia,2023-11-04,2023-11-04,1,48370,43.421102,-2.721584,Vizcaya,Bermeo,sin artistas,"['metal', 'alternative', 'heavy metal', 'power metal']",https://fanmusicfest.b-cdn.net/sites/default/files/317838262_806531323770417_3375449185745260829_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/287087188_5141569902616949_7721617241957858941_n.jpg?itok=0tW03C2b,False,16755,10K - 50K,Noviembre,True,País Vasco,False,False,False,False
Puente Rock Fest 2023,Revi Live,2023-12-09,2023-12-09,1,28052,40.401667,-3.59085,Madrid,Vicalvaro,"['Haeresian', 'Indenakin', 'Luis Cruz y la Furgoband']","['rock', 'metal', 'heavy metal']",https://fanmusicfest.b-cdn.net/sites/default/files/329567203_726824472479177_5393000530232479004_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/312798453_6257436517606114_7639332736944505023_n.jpg?itok=ii-i18Jx,False,3280782,2M - 3.2M,Diciembre,False,Madrid,False,False,True,False
F*ck The Censorship Festival 2023,Plaza de Toros,2023-01-28,2023-01-28,1,03400,38.639604,-0.868354,Alicante,Villena,"['Soziedad Alkoholika', 'Lendakaris Muertos', 'The Toy Dolls', 'El Último Ke Zierre', 'Narco', 'Envidia Kotxina', 'Los De Marras', 'Sínkope', 'Manifa']","['rock', 'metal', 'punk', 'punk rock', 'rock urbano']",https://fanmusicfest.b-cdn.net/sites/default/files/312598998_2363333377158607_351018035758468256_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/338851420_737759174695577_8026462876663589963_n.jpg?itok=qir_92GK,False,33969,10K - 50K,Enero,True,Comunidad Valenciana,False,False,True,False
